"","date","username","text"
"564","2020-01-21 23:30:10","YYC_counselling","On January 29th, it's the 10th annual Bell Let's Talk Day. Your mental health matters. Learn how you can help to create positive change: #BellLetsTalk http://ow.ly/UWCe30q9r0D pic.twitter.com/AJIKUbGEPG"
"565","2020-01-21 23:30:05","WataugaDemocrat","To help with what Mike Tanner calls “a gap” between the presence of mental health issues and the awareness of them by the faith community, NAMI’s High Country chapter is hoping to get church members talking about mental illness. https://www.wataugademocrat.com/community/ending-stigma-high-country-group-bringing-mental-health-awareness-to/article_865d89cd-235d-57b2-bebc-828a731592dc.html#utm_campaign=blox&utm_source=twitter&utm_medium=social …"
"566","2020-01-21 23:30:05","qldalliance","The Our Turn to Speak is a project that seeks to understand the life experiences of people living with severe and complex mental health issues in Australia, with the intention of making a real difference in people’s lives. Find out more here - http://bit.ly/39T0cKL"
"567","2020-01-21 23:30:04","HolaMrsChurch","Talk about growth mindset, relevant job-embedded professional learning, and creating more sustainable task environments for teachers (mental health is important for teachers too!)"
"568","2020-01-21 23:30:02","SarahGarlits","I was just recently diagnosed and my life makes so much sense now. Ugh, the stigma is horrible. I chose not to read certain mental health message boards for that reason."
"569","2020-01-21 23:30:00","nellingtonboots","i haven’t eaten since i ordered a burger and onion rings @7pm last night. hangovers and piss poor mental health are not my fave tag team tbqh"
"570","2020-01-21 23:30:00","FrontOutfitters","The Weight We Carry is a non-profit founded by two brothers who portage #canoes in the most unlikely of places. The #canoe symbolizes the weight those battling #Mentalhealth carry, while the #portage represents the challenging paths they walk each day.https://paddlingmag.com/stories/columns/canvas/why-two-brothers-portaged-canoes-to-mount-everest/?utm_source=Paddling+Magazine&utm_campaign=2da1e5a766-EMAIL_CAMPAIGN_2020_01_20_08_23&utm_medium=email&utm_term=0_66b554bdc5-2da1e5a766-84526585 …"
"571","2020-01-21 23:30:00","talkspace","""We know the things that we have to do for ourselves — make healthier food choices, call our friends, go outside, get some exercise, disconnect from toxic people — but when it comes down to it, it’s easier said than done."" http://bit.ly/2W7DI1T #Mentalhealth"
"572","2020-01-21 23:29:58","lesbianduckie","On a mental health hiatus"
"573","2020-01-21 23:29:57","talisacantrell","I wore fitted, fake leather pants with a blazer that had fake leather arm trimmings to interview for the career I have now. I’m a mental health counselor. Business professional isn’t left up to male normative standards. Good day to you, sir."
"574","2020-01-21 23:29:53","NewsMedical","Gut microbiome linked to behavioral problems in children https://www.news-medical.net/news/20200121/Gut-microbiome-linked-to-behavioral-problems-in-children.aspx … #Bacteria #Brain #Dysbiosis #MentalHealth #Microbiology #Stress #Vitamins @oregonstatenewspic.twitter.com/B4rSxrcLhi"
"575","2020-01-21 23:29:50","G58757382","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"576","2020-01-21 23:29:50","ChaiDippedPapi","So sad seeing Delonte West on streets homeless. Mental health is something that should be talked about frequently."
"577","2020-01-21 23:29:48","AnyaSzczytowska","#LosingIt How extremely upsetting watching a child suffering from mental health issues, contemplating suicide at the age of 14. Simply to stop these dreadful episodes of mental pain. The government needs to open their eyes to the crisis infront of them. More funding and care pls"
"578","2020-01-21 23:29:48","DianaTremaine3","I would never make my child pay me to take care of them, especially pay me and a whole team other people for 12 years and control her life to the point that its miserable. I'd take care of my kid for FREE and if she was having mental health problems I'd deal with it the right way"
"579","2020-01-21 23:29:45","DrStevenProctor","New @RANDCorporation study finds 61% of the LA County Jail population w/ #mentalhealth issues who are currently incarcerated are appropriate for diversion into community-based treatment. https://www.rand.org/pubs/research_reports/RR4328.html …"
"580","2020-01-21 23:29:45","Loyal72Rangers","You shouldn’t be in a workplace if you’re going to take time off over an argument. That’s not a mental health issue. That’s a character issue."
"581","2020-01-21 23:29:28","MrCollect_It","Mental health shouldnt go unchecked. Have questions? Need to talk? Ask. pic.twitter.com/bwOXSozQqf"
"582","2020-01-21 23:29:27","iIoveslam","omg odell brewery doesn’t take tips and proceeds go to denver’s mental health facility"
"583","2020-01-21 23:29:11","myvjv","@realDonaldTrump Because of your mental health issues you don't experience normal feelings. No empathy, remorse, caring, love, respect etc. You simply don't relate to normal human feelings. Don't attempt to talk about that which you have no knowledge! https://www.nbcnews.com/card/trump-implies-vets-suffering-ptsd-can-t-handle-war-n658706 …"
"584","2020-01-21 23:29:05","HandsmAndLace","10 hours of sleep in 4 days. Ive never been this deprived of sleep and it's effecting everything...my vision, balance, mental health....ugh"
"585","2020-01-21 23:29:02","cormacDublin","Autonomous self driving vehicles will be the best thing to happen rural Ireland helping with mental health and rural isolation"
"586","2020-01-21 23:28:54","2112Craig","That poor girl on loosing it on @Channel4 feel for them such a young girl effected like that so sad! Feel for the mum and dad. #MentalHealth"
"587","2020-01-21 23:28:47","naomiwestle1","I’m not trolling which some people may think I am but do you not think the girl is attention seeking? When she was crying there were no tears. She realises if she threatens suicide her family jump. Now the lady with the baby, that’s mental health."
"588","2020-01-21 23:28:45","TheMadMonkey247","Our Mental Health illness is Definitely Not a F Fashion accessory Saying it is just shows they know Nothing about what ur going through or have gone through Mattpleas ignore the idiots/A Holes pleas MattRest of us understand the kind of tough journey been on pic.twitter.com/4AFSBTce8R"
"589","2020-01-21 23:28:40","Aranotang","...while also engaging in a lot of the same toxic behaviour they claim to oppose - and for their own (often financial) benefit, completely oblivious to their hypocrisy & double standards. Seriously considering leaving this growing cesspit of human misery to save my mental health."
"590","2020-01-21 23:28:38","EllieCub","This in turn has had a negative effect on my mental health - my OCD and fandom life are closely linked. I used to feel stupid about it but fandom means a lot to me as a safe space where I can feel truly myself and OCD jumps on the things we love."
"591","2020-01-21 23:28:30","HereWeAreHWA","Mental Health Chat & Beyond! Live on @WatchMixer right now: #HWA team member @mxiety, playing Web Show! https://mixer.com/Mxiety"
"592","2020-01-21 23:28:17","Liiiiilaaaahhhh","Let go of the things that's not good for your mental health. Go for something that will make you happy and will help you grow as a person."
"593","2020-01-21 23:28:06","MLadydik","They don’t have mental health issues. They are predatory men looking to peep at women in their own spaces. These people are making us all look bad."
"594","2020-01-21 23:28:05","psychjo","@HounsdownSchool any chance you could do this in assemblies for children’s mental health week?"
"595","2020-01-21 23:28:03","Rhalitahcus","When it comes to loyalty and checking on your mental health, I’m bout that action."
"596","2020-01-21 23:28:03","noctisIovebot","it’s so cute when ur mum is watching a documentary on mental health and goes ‘its so heartbreaking that ppl can get to a point where they feel like they can’t live anymore’ yet she completely disregards my diagnosed depression uwu"
"597","2020-01-21 23:28:02","V1xenChronicles","I mean I had a friend who was born into a family that all had substance abuse issues Along with mental health issues. I think genetics play into it sometimes. But just cuz someone is more prone to getting hooked to something doesn’t mean it’s gotta be their life."
"598","2020-01-21 23:28:01","JustTellOne","For many people, chatbots can be an effective tool for dealing with #mentalhealth issues. Learn about what these chatbots do and where you can find one. https://buff.ly/2NCGeZy pic.twitter.com/jhHM26y5Nd"
"599","2020-01-21 23:28:01","Eddie_Jay92","I concur. Didnt even remotely smile when i saw this. Mental health is real and he needs help. https://twitter.com/emesola/status/1219448942246662151 …"
"600","2020-01-21 23:27:59","noahsark125","I finally got appointments set up to get tested for ADD (unessecarily, but the state says otherwise). It'll take 3 appts, one of which is 3-5 hrs. Why is access to mental health treatment so difficult?"
"601","2020-01-21 23:27:56","Pjdoyle","@Channel4 epic programme. #LosingIt . Thanks for making mental health ""normal"". We will all suffer it some day. Thank you."
"602","2020-01-21 23:27:54","yikesopinion","when the same person who got mad at u for having a panic attack and shamed u for wearing a bikini is now non stop advocating for mental health and wears bikinis and talks abt body shaming i know people change and that’s great but she hasn’t changed :("
"603","2020-01-21 23:27:51","JaysDoy","The majority of times i've heard it being used, it's not in connection to this. It's being used as a mental health slur. Shameful that you're making excuses and not condemning it."
"604","2020-01-21 23:27:51","MrRDBray","I want to unpick what schools actually do to recognise children with mental health needs and what support is on offer for them? Yes, there’s ELSA’s. Yes, there’s psychiatrists. Yes, there’s phycologists. But what about a holistic approach? Those children who are ‘under the radar’"
"605","2020-01-21 23:27:49","NayKeepItLit","This is so sad. Y'all are forgetting this man has a family. He is going through something mentally and y'all are making a joke about it. Mental health isn't a laughing matter. https://twitter.com/ThaArchitect/status/1219600890111373312 …"
"606","2020-01-21 23:27:48","olivia_garcia03","So like imagine a corrupt institution ruining your mental health, yet nobody of the higher power giving a damn about the situation. And continues to let it happen. Obviously a hypothetical situation, but could you EVER imagine having this happen in real life?"
"607","2020-01-21 23:27:42","rec777777","That'll cheer up all the kids who now have mental health issues because of the rebranded anti capitalists called ExR telling them they are all going to die. #ClimateHoax #ClimateCrisis #mentalhealth #MentalHealthAwareness"
"608","2020-01-21 23:27:41","EasterPink_Lean","Mental health issues https://twitter.com/Hunitproof/status/1219676630739771393 …"
"609","2020-01-21 23:27:41","krishnaa01","Oh yes. POC are treated as idiots who can't treat their women and kids properly. Well, many of them don't in my community. It's true. But when white people treat their wives, kids, or stepkids like shit, they always seem to have sympathetic explanations about mental health."
"610","2020-01-21 23:27:39","nuclearjazzhand","I finally quit a job that was destroying my mental health! Which means I finally have the spoons to deep clean my living space (which is a disaster). I could really use some pizza to eat while I clean."
"611","2020-01-21 23:27:36","Disregardmytypo","They're laughing at you and your audacity to compare capitalism to something as heinous as slavery. Also your TDS is in overdrive, please seek immediate mental health help."
"612","2020-01-21 23:27:34","michaeljscott20","Unregulated Mental Health Service Has Run Away With £4 billion http://www.cbtwatch.com/unregulated-mental-health-service-has-run-away-with-4-billion/ … via @cbtwatch"
"613","2020-01-21 23:27:30","ThamesbankCU","Experiencing #mentalhealth problems can make it harder to engage with utilities, meaning people can fall behind on bills.For more information: http://bit.ly/2ryb66E pic.twitter.com/HoclK9pEyo"
"614","2020-01-21 23:27:30","villageonsixth","Tomorrow is Hi, How Are You Day - a celebration of the music and art of Daniel Johnston and a day of mental health awareness. Join us and the rest of the @americancampus communities as we take the day to check-in with friends and family by asking four little words.pic.twitter.com/jqmLJb7DFJ"
"615","2020-01-21 23:27:28","Zacschultz3","@judgehowell it's me Zachary Benson please I would like to be back in mental health court for 18 months my lawyer will Broome is going to talk you"
"616","2020-01-21 23:27:27","soonball1","Same here...and it's not good for our mental health"
"617","2020-01-21 23:27:23","Keepitonthedeck","Lets be real here, this is the same guy only months ago preaching about discrimination in the game. Seems a bit hypocritical to on the one hand be blasting out about mental health or discrimination, but then on the other be guilty of the thing he is against, which is it?"
"618","2020-01-21 23:27:17","KABBFOX29","Alarming videos of former NBA player Delonte West spark mental health discussion http://twib.in/l/XEKjAM8perLo"
"619","2020-01-21 23:27:16","LouiseTownsin","Looks like a great book for those interested in anti-stigma work in mental health- added to my list! Thanks!!!"
"620","2020-01-21 23:27:16","grouptherapy33","Your generosity fuels our drive to bring free, quality #afterschool programs to #children in need. #SunriseAcademy #mentalhealth"
"621","2020-01-21 23:27:14","l_stelts","Having mental health problems effects everything , even my art I struggle to put overweight people in anything I make because of my dysmorphia and eating disorders. I don't want to be faced with something that could trigger me This post has no point it's just a reminder to myself"
"622","2020-01-21 23:27:10","ugliegay","my friend b postin joji quotes and I b getting concerned for their mental health and well being"
"623","2020-01-21 23:27:08","Spencer_Davis_","Funny that Iowa State refuses to address mental health issues, even when students are killing themselves on campus. Hint: it’s because they can’t. Doing so would undermine the very cause of the problem - Iowa State itself."
"624","2020-01-21 23:27:05","AmberGeeJay","Mental health: low Energy: low Anxiety: moderate Hunger: N/A Time: 10:24AM Solution: shania twain, good food (small portions) makeover, go shopping online, workout while seriously wishing I had a guy to lean on cause damn a sushi, or burger date would cheer me up a bit"
"625","2020-01-21 23:27:01","DoBetterSis_pod","This turned into an entire discussion about depression with a group of 50-60 year old black women and unfortunately some of our ideologies surrounding mental health handicap us so."
"626","2020-01-21 23:27:00","WatchTheDirt","This is the wrong title for this article ... | Fuck-boy clown ass former league-mates voice concerns for mental health of former NBA star Delonte West https://twitter.com/i/events/1219479647701725184 …"
"627","2020-01-21 23:27:00","_Eilidhmckayxo","100% worth watching. Just goes to show how much a mental illness can affect someone and the people closest to them. You’re mental health is just as important as your physical health, never feel like you have to deal with it on your own. https://twitter.com/channel4/status/1219734161310781440 …"
"628","2020-01-21 23:26:58","MHSOPCherryWard","Just watched #LosingIt and I can’t begin to say how proud I am as a team including the patients. We go through daily battles and we all manage to impress ourselves and get through it. We have this under lock. I love my job. #nhs #mentalhealth"
"629","2020-01-21 23:26:58","styled_eq","Mental health awareness my ass"
"630","2020-01-21 23:26:57","geordyashcroft","#LosingIt. Heart breaking unless you have experienced a mental health condition or episode you cannot understand these issues programmes like this helps people sort of not understand but sympathise"
"631","2020-01-21 23:26:55","eIliedavis","or maybe .. jus maybe ..... lots of people are depressed and have anxiety and we just don’t wanna admit we live in a world that’s so shit most ppl have mental health problems https://twitter.com/caitlynmcleodx/status/1219318551661678592 …"
"632","2020-01-21 23:26:51","OMG_becky_","I am a mental health tech and I can assure you it will be the most nerve wrecking but BEST decision he will ever make. Life changing....please please please put the anxiety aside and GO!!"
"633","2020-01-21 23:26:49","GreenGreenwich","“Whilst tree planting is beneficial in many respects including biodiversity benefits, the carbon savings associated with tree planting are insignificant in relation to the overall target.” Benefits for wildlife and mental health? ⁦ @WildGreenwich⁩ https://committees.royalgreenwich.gov.uk/Document.ashx?czJKcaeAi5tUFL1DTL2UE4zNRBcoShgo=5hYWE/S6Qscuxd6Lf7i/yfMsYnRzonkhF4VC8L4uUrzupfsBHNMbqg%3D%3D&rUzwRPf%2BZ3zd4E7Ikn8Lyw%3D%3D=pwRE6AGJFLDNlh225F5QMaQWCtPHwdhUfCZ/LUQzgA2uL5jNRG4jdQ%3D%3D&mCTIbCubSFfXsDGW9IXnlg%3D%3D=hFflUdN3100%3D&kCx1AnS9/pWZQ40DXFvdEw%3D%3D=hFflUdN3100%3D&uJovDxwdjMPoYv%2BAJvYtyA%3D%3D=ctNJFf55vVA%3D&FgPlIEJYlotS%2BYGoBi5olA%3D%3D=NHdURQburHA%3D&d9Qjj0ag1Pd993jsyOJqFvmyB7X0CSQK=ctNJFf55vVA%3D&WGewmoAfeNR9xqBux0r1Q8Za60lavYmz=ctNJFf55vVA%3D&WGewmoAfeNQ16B2MHuCpMRKZMwaG1PaO=ctNJFf55vVA%3D …"
"634","2020-01-21 23:26:49","juliamille","Mental health is just as important as physical health and don’t let anyone tell you different."
"635","2020-01-21 23:26:43","Jakeanema","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"636","2020-01-21 23:26:42","foundingScott","I can't be the only person that thinks it's rediculous to impose a particular mental health strategy on a person. We're all unique, different strokes for different folks."
"637","2020-01-21 23:26:37","sabeenadomun","#losingit on Channel 4 was tough & heartbreaking to watch and resonated in many ways. #mentalhealth should not be under estimated..."
"638","2020-01-21 23:26:37","_Durga_Prasad_J","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"639","2020-01-21 23:26:29","outrider217","I wish I had you as my mental health guide years ago"
"640","2020-01-21 23:26:23","KimberlyCycon","School is such a detriment to my mental health"
"641","2020-01-21 23:26:12","magicalgirlni","Me trying to take care of my mental health, excel in my career, keep up with friends, call my family every weekend, stream, write, and pay my bills on time. pic.twitter.com/2ZyjeZn47j"
"642","2020-01-21 23:26:09","mandisaofficial","So honored to help raise funds for this privately owned clinic w/a mission of providing care for those in need. They provide medical, dental & mental health services to people who have no insurance & don’t qualify for health insurance from government assistance programs. Join us! https://twitter.com/hellowoodlands/status/1213460106656059392 …"
"643","2020-01-21 23:26:08","jaynkez_kerry","Hmm, just waiting for my husband to be tested for ASD, been within the mental health system since his teens, has a diagnosis of Bipolar, but wow this is eye opening. I’m sad he’s 41, such a long time."
"644","2020-01-21 23:26:01","MentalHealthAm","The Bipolar Phoenix: Rise From The Ashes & Keep Going: [http://bit.ly/30HSrTF ] via @bpHopeMagpic.twitter.com/3xA067kjdR"
"645","2020-01-21 23:25:58","BoardVitals","Where should you turn when you suspect that you have a mental health condition: a psychiatrist, a psychologist, or some other type of mental health professional? #mentalhealth #psychiatry #medtwitterhttp://bit.ly/2G8gn9k"
"646","2020-01-21 23:25:57","dannyboyo1982","It's also a pejorative term used to describe those with mental health quite often. The centre and the left will never get along because the way you lot have behaved. Labour has always been left-wing and is traditionally the party of the workers and not the middle class."
"647","2020-01-21 23:25:57","Tacdriver66","WOW, just wow. Sir, your comments couldn't have been further from the truth, they truly appear very delusional. Sir, seriously, you need an intervention, there are folks that can help with the mental health issues you obviously have. As a fellow human being, please seek help sir"
"648","2020-01-21 23:25:49","batkidsindanger","Hang in there, mental health is tough sometimes"
"649","2020-01-21 23:25:45","ArtsyAxolotl","I’m having a bad mental health day but at least I can help this hyacinth that someone dropped at work. pic.twitter.com/m8eAxP0MaW"
"650","2020-01-21 23:25:33","lriedelreuther","What does a SD County Supervisor do? This is why #ExperienceMatters, vote #OlgaDiaz2020 ➜ 5 Supervisors elected by district, make decisions county-wide ➜ $6.25 Billion budget ➜ 1. Act as arm of state govt: funds for public & mental health services.. 1/ https://www.voiceofsandiego.org/topics/news/san-diego-explained-psssssst-its-ok-if-youre-not-sure-what-a-county-supervisor-does/ …"
"651","2020-01-21 23:25:30","dundeemegs","Today I did a hard thing. I feel good about doing it. But it also exposed some things that make me a little bit sad. It’s tough when good things feel less than good. Scooby thinks a walk will help. I think he’s right. #selfcare #mentalhealth pic.twitter.com/0HKhn74YS0"
"652","2020-01-21 23:25:23","SUFmentalwealth","UK's top mental health nurse wants crack down on loot boxes https://www.gamasutra.com/view/news/356957/UKs_top_mental_health_nurse_wants_crack_down_on_loot_boxes.php#.XieIR7GOuOk.twitter …"
"653","2020-01-21 23:25:23","Climbkt","@NorgroveSelina social prescription, is part of universal personalised care & found to work well with individuals with mental health issues, long term conditions/complex health needs & loneliness https://twitter.com/Climbkt/status/1219761410311409669 …"
"654","2020-01-21 23:25:16","Utopia_Roxs","UK's top mental health nurse wants crack down on loot boxes https://www.gamasutra.com/view/news/356957/UKs_top_mental_health_nurse_wants_crack_down_on_loot_boxes.php#.XieIR7GOuOk.twitter …"
"655","2020-01-21 23:25:15","write_n_chat","But not as a sister-in-law or mental health advocate - Kate publicly told clearly distessed Meghan to 'move on' then quickly did big smiley photo ops - works silently - No! You are Not kind @KensingtonRoyal"
"656","2020-01-21 23:25:13","TestSubjectNerd","trying to resist falling into a cycle of imagining scenarios that aren't good for my current mental health is hard, but I'm going to keep trying. thought spirals are hard to get out of but I need to get better at stopping them before they start."
"657","2020-01-21 23:25:12","datrickpuncan","Please sign RT this petition it means a lot to me. http://38degrees.org.uk petitions declare-an-emergency-on-mental-health-and-suicide bucket source twitter-share-button utm_campaign utm_source twitter share D44287e60-5a79-4daf-bff0-73c68b20dcc1 via @38_degrees"
"658","2020-01-21 23:25:08","ingioz","'Bedlam' Documentary Shows State of Mental Health Care in Los Angeles https://themighty.com/2020/01/bedlam-documentary-mental-health-los-angeles/ …"
"659","2020-01-21 23:25:08","adoreyouxharry","goodnight guys louis is a bottom."
"660","2020-01-21 23:25:07","shadowswift13","No wonder why all artists just delete twitter ... I read an article where like 80% of the artists say tha they had to deleted Twitter for their mental health"
"661","2020-01-21 23:25:05","djemal_ua","++ belong to no one ++ #haiku #poetry — about when love is not #love posted on . @Medium https://link.medium.com/ylWaTWZqn3 #writing #poetry #poet #writingcommunity #poetrycommunity #life #health #love #wellbeing #psychology #mindhealth #mentalhealth #abuse #relationships"
"662","2020-01-21 23:25:02","MySocialHabit","There is still no clear causal link between social media use and mental-health problems among younger teens. Study: Effect Of Social Media On Teens' Mental Health Is Unclear @TheJCPP @facebook https://buff.ly/2G9JQj7 @mp_gavinpic.twitter.com/nb53JrhY7z"
"663","2020-01-21 23:25:00","JaredKMueller","I’m impressed. If you disagree with him please do so elsewhere. May be coming down with the flu and mental capacity for discussion isn’t high. As a mental health professional of almost 20 years, @TonyReali is righthttps://twitter.com/tonyreali/status/1219749182615040001 …"
"664","2020-01-21 23:24:57","Simply2real4you","So ya girl finally has health insurance again but also can you hear me crying? My old insurance didn’t cover anything that had to do with mental health pic.twitter.com/aIgI5CRRKP"
"665","2020-01-21 23:24:49","jaluvkazoo","hot take: our professors shouldn’t be allowed to require us to be in three major ensembles because my physical and mental health is already suffering and it’s week two"
"666","2020-01-21 23:24:45","Kayrosis","I have a lot of mental health issues, being alone in the new york city, even with a fellow yanger, would not be a smart decision for me."
"667","2020-01-21 23:24:39","MariaTriolo","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"668","2020-01-21 23:24:37","EWilson_x","I played normal first game but sat there while I’m getting the piss took out me so I leave and come back then my mental health got brought into it so just thought I’d piss them off wasn’t aimed at certain people"
"669","2020-01-21 23:24:37","YorkURecreation","Next week is Bell Lets Talk! Take a look at the fun things we are doing for the day Remember: Mental Health should be a priority every day of the year. Remind friends, family, peers, and coworkers to check in with their mental health and take the appropriate steps when necessary. pic.twitter.com/CLsDtQObIU"
"670","2020-01-21 23:24:35","vastidity","Please make time to watch this, whether you have ADHD or not, great explanation #TeamADHD #neurodiversesquad #mentalhealth https://twitter.com/HowtoADHD/status/1219758248208797705 …"
"671","2020-01-21 23:24:34","dharmangreg1fan","twitter: its important that we acknowledge and tall about mental health so we can get rid of the stigmas also twitter: lmaoooooo you seen this new delonte west video"
"672","2020-01-21 23:24:32","RobertVore","The argument that a mental health diagnosis disqualifies you from a ministry position falls apart with pretty much any critical thought."
"673","2020-01-21 23:24:26","rachie_A_hey","As someone who suffers with mental health that was a hard and heartbreaking thing to watch. Well done channel 4 for raising awareness and shining a spotlight on how much suffering people go through #LosingIt #mentalhealth #MentalHealthAwareness"
"674","2020-01-21 23:24:23","misslouisianaa","Mental Health is so important."
"675","2020-01-21 23:24:15","coy_boy1da","I hope y'all touch on delonte west and mental health."
"676","2020-01-21 23:24:05","ODCtweets","Wired - Conversations in Mental Health - https://mailchi.mp/06c4a2340845/fellowship-of-the-flight-3762685 …pic.twitter.com/ddxRm45RvK"
"677","2020-01-21 23:24:03","TibbiShae","CBC SAVE ANNE because we need more Cuthbert family shenanigans for clear skin and stable mental health!"
"678","2020-01-21 23:23:58","aliceinfall","There is no worse feeling than not wanting to go home, but not wanting to stay at work either. Emotional limbo. This is how a nervous breakdown begins. #momtalk #mentalhealth #breakdown"
"679","2020-01-21 23:23:56","GagasAlerts","Lady Gaga in her room meditating and trying to have good mental health but then Stupid Love leaked pic.twitter.com/S8JwQU5SI3"
"680","2020-01-21 23:23:55","NameisRomane","How y’all look making fun of a man with mental health issues pic.twitter.com/YUBJxEMBrm"
"681","2020-01-21 23:23:51","hanginwithmrD","Your Mental Health Support Message Of The Day. #mentalhealthawarenesspic.twitter.com/FOTFNqm71R"
"682","2020-01-21 23:23:39","AlfieDaye","My few cents on the A. Hernandez doc: He was basically an orphan during his formative years Mental health > success His obvious admiration & vulnerability about how Kraft ‘saw’ him was tragic (missing father syndrome)"
"683","2020-01-21 23:23:33","mxckevzie","I need a hot pickle for my mental health"
"684","2020-01-21 23:23:31","PattiKat44","I see Schiff being carried off the floor for the mental health hospital , poor guy. He’s gone."
"685","2020-01-21 23:23:24","novicefilly","Watching #LosingIt Our Mental Health Emergency on 4+1. Heartbreaking"
"686","2020-01-21 23:23:12","SUFmentalwealth","Mental health and learning disability student nurses to receive extra £1,000 grant https://www.nursinginpractice.com/community-nursing/mental-health-learning-disability-grant …"
"687","2020-01-21 23:23:07","letbeasley","By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20."
"688","2020-01-21 23:23:06","Utopia_Roxs","Mental health and learning disability student nurses to receive extra £1,000 grant https://www.nursinginpractice.com/community-nursing/mental-health-learning-disability-grant …"
"689","2020-01-21 23:23:05","EWilson_x","Na I done it as my mental health was brought into it. But VFL can’t do anything abt FGL game play and I ain’t arsed abt FGL"
"690","2020-01-21 23:23:02","BCjobHub","Mental Health Worker, Sanford Apartments - https://bcjobhub.ca/jobs/mental-health-worker-sanford-apartments-3/ …"
"691","2020-01-21 23:22:52","ColdestKindle","All of my “friends” only call me or text me when they want to vent. Please stop. I’m not the listening friend anymore. Especially if when you’re good you can’t say how are you feeling ? How’s your mental health today? Lol bye leave me alone."
"692","2020-01-21 23:22:45","AllieLawson","So glad I’m off tomorrow I need a mental health day"
"693","2020-01-21 23:22:44","Comdr_ToirAC","Harry suffer dramatically from mental health issues. And he needs to look after his health, and take his family away from the stressful life of being a senior member of the Royal Court. https://twitter.com/Independent_ie/status/1219760358736396290 …"
"694","2020-01-21 23:22:43","xbolt225","2018 Q1: Veteran's Administration (The money went toward ""caregiver support in the form of mental health and peer support programs, financial aid, education training, and research,"" according to Secretary of Veterans Affairs Robert Wilkie.) Q2: Small Business Administration;"
"695","2020-01-21 23:22:39","RiccoPhinisee","I think the NFL should do a yearly mental health evaluation with all the players in the league. They should be required to meet a certain standard to play. This will only benefit themselves as players and benefit the league in the long run."
"696","2020-01-21 23:22:37","kimvsadist","finally booked an appointment w/ the local mental health people but i feel they're gonna put me on that same self help thing that the other one in london did which didnt do shit but i dont think theres a way to skip that straight to therapy so its just another six weeks of shit"
"697","2020-01-21 23:22:34","KianWellness","Researchers found depression patients who received acupuncture saw similar mental health improvements as those who had counseling, and felt better after 3 months. #KianWellness #depressioncure #depressionrelief #holistichealing #acupuncture #SanJuanCapistrano #depressionhelppic.twitter.com/f7A6KCiH3D"
"698","2020-01-21 23:22:30","ChiChiTheAuthor","Some people don't have mental health issues but they don't know how to process their emotions& they think that their partner is supposed to help them figure that out. And 2ndly, you have different groups of loved ones in your life. You don't have vent out on one person.That's-"
"699","2020-01-21 23:22:23","EWilson_x","Na but that’s to far. Not saying anything abt u but ur saying grow up when there’s peoples killing themselves everyday cause of mental health and ye just laughs abt it"
"700","2020-01-21 23:22:23","billyreid_67","#LosingIt a very powerful and disturbing insight into mental health, getting an early diagnosis is not always available & can add to the distress to both the individual and family that can take years to recover from."
"701","2020-01-21 23:22:22","rdw_world","'Silence Breeds Violence' . . . . #poetrydaily #poetry #poetsofinstagram #poetryofig #writersofinstagram #trainriverpublishing #spilledink #poetryporn #poetrycommunity #rdw #wordplay #crime #youth #mentalhealth #blacklivesmatter #edgypoetry #poetrycompe… https://ift.tt/2REXpMF pic.twitter.com/oWTAC319Ex"
"702","2020-01-21 23:22:19","DocInVT","M4A has the mental health care you so desperately need."
"703","2020-01-21 23:22:17","paleblueflame","""Thematic analysis revealed seven major themes: the dominance and brutality of metrics; excessive workload; governance and accountability; perpetual change; vanity projects; the silenced academic; work and mental health"" Damning picture of UK higher ed. https://www.tandfonline.com/doi/full/10.1080/03075079.2020.1712693 …"
"704","2020-01-21 23:22:16","RedsfanJD","Thank you for making these programmes.From someone who has experienced mental health crisis, these kinds of programmes are vital. #EndTheStigma"
"705","2020-01-21 23:22:16","cocoxrosee","how do y’all feel about drug addiction? honestly. can you be a mental health warrior and not feel bad for struggling addicts?"
"706","2020-01-21 23:22:03","scottjburnett","The @WellingtonPAND4 group is an excellent initiative to support parents experiencing poor #Perinatal #MentalHealth in Somerset. This is too often a taboo subject that mothers and fathers are afraid to talk about, which can make the problem worse. Well done, Tina and Maxine https://twitter.com/wellingtonpand4/status/1217210273754423297 …"
"707","2020-01-21 23:21:59","RayZ_Tweets","You're not good for peoples mental health. So I guess you should be banned as well https://twitter.com/AkafiAli/status/1219723052692492288 …"
"708","2020-01-21 23:21:58","jjycemanor","has anyone ever had a disability needs assessment (for uni, college, school etc) for mental health reasons?? no clue what to ask for"
"709","2020-01-21 23:21:56","ADHDGameDev","I'm thinking of making a list of signs that my mental health is slipping. Anyone else made one of these before? #NeurodiverseSquad"
